Transaction_ID,User_ID,Transaction_Amount,Account_Age_Months,Number_of_Transactions_Last_24H,Previous_Fraudulent_Transactions,Device_Used,Location,Payment_Method,Transaction_Type,Fraudulent
671,1757,85.50236234387471,34,10,0,Tablet,Germany,Debit Card,Transfer,0
672,1836,55.213204214954246,41,4,4,Mobile,UK,Credit Card,Withdrawal,0
673,1099,48.21274097116377,51,3,3,Mobile,UK,Bank Transfer,Withdrawal,0
674,1801,146.43307149514078,47,2,1,Desktop,USA,Debit Card,Purchase,0
675,1179,81.29195194752435,82,17,1,Mobile,India,Credit Card,Withdrawal,0
676,1222,113.86015526922863,58,13,1,Desktop,UK,Debit Card,Transfer,0
677,1905,98.12317684483264,75,5,3,Unknown,India,Debit Card,Transfer,0
678,1761,119.08163308892486,57,9,3,Mobile,UK,Credit Card,Purchase,0
679,1658,103.07287564241021,23,6,3,Tablet,Unknown,Debit Card,Withdrawal,0
680,1441,48.68031103245721,48,5,0,Mobile,Unknown,Debit Card,Transfer,0
681,1607,139.8506727778856,22,10,0,Desktop,USA,Debit Card,Purchase,0
682,1768,80.2497366735475,17,8,1,Mobile,USA,Debit Card,Purchase,0
683,1324,37.73672405360996,69,7,2,Unknown,India,Bank Transfer,Transfer,0
684,1515,82.8753935613635,108,7,1,Tablet,UK,Debit Card,Transfer,0
685,1015,160.03039162537243,11,6,4,Desktop,Germany,Crypto,Withdrawal,0
686,1791,134.00886968453972,94,3,0,Tablet,USA,Debit Card,Purchase,0
687,1335,86.05391462368563,15,19,3,Tablet,Germany,Credit Card,Transfer,0
688,1758,86.02969182726285,91,15,0,Desktop,Germany,Crypto,Purchase,0
689,1257,87.1345979513047,35,4,3,Tablet,UK,Bank Transfer,Withdrawal,0
690,1496,183.06991934243365,33,12,4,Tablet,India,Crypto,Transfer,0
691,1987,115.27741808926214,84,6,4,Mobile,UK,Crypto,Withdrawal,0
692,1895,117.20166588764279,16,19,0,Tablet,USA,Crypto,Purchase,0
693,1159,141.2113381612737,34,4,3,Tablet,Germany,Credit Card,Withdrawal,0
694,1474,109.55156636106054,66,15,4,Tablet,UK,Credit Card,Withdrawal,0
695,1851,89.63831416717187,99,9,1,Tablet,UK,Credit Card,Purchase,0
696,1663,92.14600603660087,40,5,1,Desktop,UK,Bank Transfer,Withdrawal,0
697,1907,97.13594962343744,28,13,3,Unknown,USA,Credit Card,Purchase,0
698,1689,98.51111053960634,47,18,0,Mobile,India,Credit Card,Transfer,0
699,1674,129.1051817454792,39,5,4,Tablet,UK,Crypto,Purchase,0
700,1379,102.07783543229198,70,16,0,Tablet,USA,Credit Card,Purchase,0
701,1544,129.30560308862317,73,19,1,Desktop,Germany,Debit Card,Transfer,0
702,1928,96.77133679565671,20,14,4,Unknown,Unknown,Credit Card,Purchase,0
703,1956,103.14540761264362,1,16,0,Tablet,USA,Bank Transfer,Transfer,0
704,1690,20.07197261871569,72,15,2,Desktop,Unknown,Bank Transfer,Transfer,0
705,1426,136.65310698809927,119,4,3,Mobile,UK,Debit Card,Purchase,0
706,1612,113.85953903591971,87,7,3,Mobile,UK,Bank Transfer,Withdrawal,0
707,1267,139.92040439438608,63,16,2,Tablet,USA,Bank Transfer,Withdrawal,0
708,1834,10.0,67,8,1,Tablet,Unknown,Crypto,Transfer,0
709,1576,183.5349881912291,4,17,4,Unknown,UK,Debit Card,Withdrawal,1
710,1416,94.41641487379304,58,16,3,Unknown,Germany,Crypto,Withdrawal,0
711,1167,144.32731266950066,25,10,2,Tablet,India,Crypto,Purchase,0
712,1841,58.40376291497876,47,10,2,Desktop,India,Credit Card,Transfer,0
713,1042,124.51095620250278,38,2,1,Unknown,UK,Debit Card,Transfer,0
714,1555,57.86337747305375,15,9,1,Tablet,Unknown,Credit Card,Purchase,0
715,1284,75.0492415721678,63,17,0,Unknown,UK,Credit Card,Withdrawal,0
716,1396,176.56125415467145,21,11,3,Tablet,Unknown,Crypto,Transfer,0
717,1011,92.37270396946613,99,10,0,Mobile,Germany,Bank Transfer,Withdrawal,0
718,1606,108.69731492718891,57,17,2,Tablet,Unknown,Debit Card,Transfer,0
719,1301,134.80270922755017,117,4,4,Mobile,UK,Bank Transfer,Transfer,0
720,1897,119.82727551890419,53,16,4,Unknown,Germany,Crypto,Transfer,1
721,1252,106.01675620574306,46,15,1,Tablet,USA,Crypto,Transfer,0
722,1498,114.59844009864902,116,5,4,Unknown,India,Crypto,Withdrawal,0
723,1753,196.136623409531,14,6,4,Mobile,UK,Crypto,Withdrawal,0
724,1034,97.69524811865658,100,17,4,Tablet,UK,Crypto,Withdrawal,0
725,1726,108.0439618685987,76,1,2,Unknown,UK,Crypto,Withdrawal,0
726,1848,142.0261758403045,17,19,4,Mobile,Germany,Bank Transfer,Purchase,0
727,1089,144.22103731831936,39,4,4,Unknown,USA,Credit Card,Transfer,0
728,1775,147.4812122224152,9,17,4,Desktop,Unknown,Bank Transfer,Transfer,1
729,1604,125.54920888116739,99,9,0,Mobile,USA,Debit Card,Transfer,0
730,1921,54.27980349078066,77,2,2,Mobile,Germany,Bank Transfer,Purchase,0
731,1969,165.33726129204382,79,8,1,Mobile,UK,Crypto,Withdrawal,0
732,1601,54.14618427925248,82,15,0,Tablet,India,Bank Transfer,Transfer,0
733,1417,112.10541860956133,115,7,3,Tablet,UK,Credit Card,Withdrawal,0
734,1114,69.82896599922569,97,6,2,Tablet,Unknown,Debit Card,Withdrawal,0
735,1616,97.43446613628029,6,1,2,Desktop,India,Bank Transfer,Purchase,0
736,1902,113.15049641213922,91,15,3,Desktop,UK,Credit Card,Purchase,0
737,1195,112.85428861801093,23,7,3,Mobile,India,Bank Transfer,Withdrawal,0
738,1825,116.87683016941139,59,17,3,Desktop,USA,Debit Card,Transfer,0
739,1500,164.54845076234588,91,2,1,Unknown,Germany,Bank Transfer,Transfer,0
740,1625,118.14137206055919,98,9,4,Mobile,UK,Crypto,Purchase,0
741,1492,90.23373458837405,46,9,2,Mobile,Unknown,Bank Transfer,Purchase,0
742,1074,138.56348673153428,38,13,4,Unknown,USA,Credit Card,Purchase,0
743,1412,147.57881955698562,14,6,4,Mobile,UK,Bank Transfer,Purchase,0
744,1375,50.8956873945203,100,6,3,Desktop,USA,Credit Card,Purchase,0
745,1419,123.89600279399431,117,3,1,Tablet,Unknown,Debit Card,Purchase,0
746,1728,128.04690969243592,72,17,0,Unknown,UK,Bank Transfer,Purchase,0
747,1276,88.09745986560033,62,17,1,Desktop,Unknown,Debit Card,Transfer,0
748,1760,155.02827253246477,35,12,4,Unknown,India,Debit Card,Purchase,0
749,1675,93.99777651869893,19,16,1,Unknown,Unknown,Bank Transfer,Purchase,0
750,1393,105.02305813886169,30,15,3,Mobile,India,Credit Card,Transfer,0
751,1868,93.07712702864522,78,13,0,Mobile,UK,Debit Card,Transfer,0
752,1456,100.6231619032587,84,1,3,Desktop,India,Debit Card,Withdrawal,0
753,1919,56.14899652419193,113,17,0,Unknown,UK,Bank Transfer,Purchase,0
754,1191,42.39796469622823,25,3,4,Mobile,UK,Bank Transfer,Purchase,0
755,1738,163.78020252899887,40,15,0,Mobile,Germany,Bank Transfer,Purchase,0
756,1688,66.12154606726689,88,4,0,Unknown,UK,Bank Transfer,Purchase,0
757,1098,60.34430602174771,14,4,0,Desktop,India,Bank Transfer,Withdrawal,0
758,1547,13.864395455851408,26,18,1,Desktop,Germany,Crypto,Transfer,0
759,1977,74.44153009241991,102,17,1,Unknown,Germany,Bank Transfer,Transfer,0
760,1998,47.07640826370007,87,19,4,Desktop,UK,Credit Card,Purchase,0
761,1095,165.68060640545477,22,11,0,Mobile,Unknown,Debit Card,Purchase,0
762,1663,140.39268357370537,48,3,2,Unknown,Unknown,Credit Card,Purchase,0
763,1662,72.47398619289105,83,8,4,Mobile,Germany,Credit Card,Withdrawal,0
764,1189,190.09743221377235,110,14,0,Tablet,UK,Crypto,Withdrawal,0
765,1735,139.27061947966376,51,1,0,Tablet,Unknown,Bank Transfer,Transfer,0
766,1036,87.0067446596551,3,14,1,Desktop,UK,Debit Card,Purchase,0
767,1779,10.0,42,2,4,Tablet,UK,Credit Card,Purchase,0
768,1368,191.63770290362967,19,4,0,Mobile,Germany,Bank Transfer,Purchase,0
769,1694,44.41710132945616,73,19,0,Tablet,Germany,Bank Transfer,Purchase,0
770,1524,34.184050121724326,28,6,4,Mobile,USA,Crypto,Withdrawal,0
771,1278,140.90281728038562,84,1,2,Desktop,Unknown,Crypto,Transfer,0
772,1216,197.59009625357092,45,17,4,Desktop,Unknown,Crypto,Transfer,0
773,1866,155.37091274042072,71,8,4,Mobile,Unknown,Debit Card,Withdrawal,0
774,1872,122.55636480209438,78,19,2,Tablet,India,Credit Card,Purchase,0
775,1797,123.79017366661144,63,1,4,Desktop,UK,Crypto,Transfer,0
776,1272,134.1366223512123,73,5,0,Unknown,Germany,Crypto,Transfer,0
777,1880,130.35714359147062,119,16,4,Desktop,Unknown,Crypto,Withdrawal,0
778,1061,111.24765695877502,19,6,2,Tablet,USA,Credit Card,Purchase,0
779,1595,104.16804415807505,47,8,3,Unknown,Unknown,Credit Card,Transfer,0
780,1879,97.4962748840191,116,13,4,Tablet,UK,Crypto,Purchase,0
781,1728,69.84141644533295,14,16,1,Mobile,UK,Crypto,Transfer,0
782,1341,88.77299692532904,38,3,0,Unknown,Germany,Bank Transfer,Withdrawal,0
783,1396,32.28172743218458,53,19,0,Tablet,India,Crypto,Purchase,0
784,1698,96.06641492821001,61,12,1,Unknown,Germany,Debit Card,Withdrawal,0
785,1018,60.456355713963305,36,16,1,Tablet,Unknown,Debit Card,Transfer,0
786,1176,55.85642731136916,40,11,4,Unknown,USA,Crypto,Withdrawal,0
787,1611,107.19576604613914,81,10,1,Tablet,Germany,Credit Card,Withdrawal,0
788,1395,155.68009145378397,30,4,3,Mobile,India,Bank Transfer,Withdrawal,0
789,1444,136.7326642400925,9,12,2,Unknown,Germany,Credit Card,Transfer,1
790,1232,37.17997585507292,64,2,1,Unknown,UK,Crypto,Purchase,0
791,1914,60.4148745371865,33,19,1,Unknown,Unknown,Debit Card,Withdrawal,0
792,1075,137.63084751952863,52,5,3,Unknown,Unknown,Bank Transfer,Purchase,0
793,1264,60.70050425846762,89,8,0,Mobile,Unknown,Credit Card,Transfer,0
794,1454,91.01467400011902,14,7,0,Unknown,Unknown,Credit Card,Purchase,0
795,1795,122.00208396098208,75,14,4,Desktop,Unknown,Crypto,Withdrawal,0
796,1717,61.26622180545459,53,3,3,Mobile,Unknown,Bank Transfer,Withdrawal,0
797,1734,104.21502024583839,99,18,2,Desktop,USA,Debit Card,Withdrawal,0
798,1383,46.63898020327182,105,16,2,Unknown,India,Crypto,Withdrawal,0
799,1563,75.94529424195144,59,19,3,Tablet,Unknown,Bank Transfer,Withdrawal,0
800,1850,112.79127736570148,78,19,2,Desktop,India,Credit Card,Withdrawal,0
801,1505,36.28025065873323,94,18,0,Unknown,Unknown,Crypto,Transfer,0
802,1366,117.61898951841596,41,16,2,Desktop,Germany,Credit Card,Transfer,0
803,1143,99.21448804293276,68,8,2,Unknown,Unknown,Credit Card,Transfer,0
804,1884,122.0995981766859,68,1,3,Unknown,UK,Crypto,Purchase,0
805,1068,108.95656536258646,92,17,3,Unknown,USA,Crypto,Purchase,0
806,1098,154.56561719895376,8,12,2,Tablet,Germany,Crypto,Transfer,0
807,1395,105.0089801059163,2,11,1,Desktop,Germany,Crypto,Purchase,0
808,1024,82.82377835498988,105,5,3,Mobile,UK,Crypto,Purchase,0
809,1947,104.89190012129136,110,12,4,Mobile,Unknown,Credit Card,Withdrawal,0
810,1890,121.73192116145552,86,17,4,Mobile,USA,Debit Card,Withdrawal,0
811,1468,101.95440281302817,41,6,0,Mobile,Germany,Debit Card,Purchase,0
812,1483,101.62366764815529,55,1,2,Unknown,USA,Crypto,Purchase,0
813,1564,71.92033248772978,16,5,1,Desktop,Germany,Credit Card,Transfer,0
814,1150,73.48396329796208,93,14,0,Desktop,Unknown,Debit Card,Purchase,0
815,1143,43.89578912801226,62,5,2,Tablet,Germany,Debit Card,Withdrawal,0
816,1568,169.98306972747758,113,1,3,Desktop,Germany,Debit Card,Purchase,0
817,1038,50.245470584348595,48,18,4,Desktop,India,Credit Card,Transfer,0
818,1108,72.28379208816371,30,16,1,Desktop,Unknown,Crypto,Withdrawal,0
819,1692,71.2637093772321,12,9,4,Tablet,UK,Crypto,Withdrawal,0
820,1041,135.79697507777766,35,19,3,Mobile,UK,Crypto,Withdrawal,0
821,1185,88.20201286831889,11,5,2,Desktop,Unknown,Bank Transfer,Withdrawal,0
822,1934,149.90968290694934,64,2,3,Tablet,UK,Bank Transfer,Purchase,0
823,1397,73.06037503024527,110,15,3,Tablet,Unknown,Bank Transfer,Transfer,0
824,1222,111.15976648895207,50,7,4,Unknown,UK,Credit Card,Purchase,0
825,1633,66.58611786960971,85,4,1,Tablet,India,Debit Card,Purchase,0
826,1132,185.80596511093552,21,1,3,Mobile,UK,Debit Card,Withdrawal,0
827,1162,52.49606323881949,69,13,4,Desktop,Germany,Credit Card,Transfer,0
828,1214,112.3928284090811,48,7,1,Tablet,Unknown,Credit Card,Withdrawal,0
829,1732,125.35107523728394,20,15,2,Mobile,USA,Crypto,Purchase,0
830,1234,116.55196389805994,101,14,2,Tablet,USA,Crypto,Purchase,0
831,1842,92.58849364489167,67,19,0,Tablet,Unknown,Bank Transfer,Withdrawal,0
832,1657,94.80717201066295,44,18,4,Tablet,India,Bank Transfer,Purchase,0
833,1750,101.75245887916438,33,10,1,Tablet,UK,Credit Card,Purchase,0
834,1587,94.11991993486046,117,9,3,Tablet,India,Bank Transfer,Withdrawal,0
835,1008,138.55516467179638,73,8,2,Mobile,USA,Debit Card,Purchase,0
836,1073,188.42092006365405,61,10,1,Desktop,Unknown,Credit Card,Transfer,0
837,1953,77.70032859968666,9,17,4,Desktop,Unknown,Credit Card,Withdrawal,1
838,1491,45.20788081683689,68,2,0,Desktop,India,Debit Card,Transfer,0
839,1912,96.4687180659498,35,6,2,Desktop,India,Crypto,Purchase,0
840,1252,203.18837350617275,81,5,1,Mobile,UK,Crypto,Purchase,0
841,1229,67.85301728121077,98,9,1,Unknown,Germany,Debit Card,Withdrawal,0
842,1518,165.5646722177627,88,5,1,Unknown,Germany,Debit Card,Purchase,0
843,1173,167.10803256305763,96,18,4,Mobile,UK,Bank Transfer,Withdrawal,0
844,1652,77.85647033168021,65,9,4,Mobile,Germany,Credit Card,Withdrawal,0
845,1167,122.75932316741101,8,17,4,Tablet,USA,Bank Transfer,Withdrawal,1
846,1169,165.1358649251415,45,17,3,Tablet,Germany,Debit Card,Withdrawal,0
847,1392,84.83489036050051,87,12,1,Tablet,UK,Bank Transfer,Withdrawal,0
848,1945,91.85678559590554,47,7,2,Desktop,Germany,Debit Card,Transfer,0
849,1794,76.73276344205425,40,3,4,Tablet,Unknown,Bank Transfer,Withdrawal,0
850,1633,59.40973077228533,76,10,4,Unknown,India,Bank Transfer,Transfer,0
851,1193,74.02889819735972,54,2,1,Desktop,USA,Crypto,Purchase,0
852,1516,51.04238932950974,76,3,4,Tablet,Unknown,Debit Card,Withdrawal,0
853,1028,101.36333873036904,46,16,3,Desktop,Unknown,Bank Transfer,Purchase,0
854,1164,69.20107075765432,47,2,3,Unknown,UK,Credit Card,Withdrawal,0
855,1421,109.35143647162991,15,10,4,Tablet,India,Bank Transfer,Transfer,0
856,1338,37.76417415185491,105,6,1,Unknown,India,Bank Transfer,Transfer,0
857,1647,113.23520928857829,19,11,1,Unknown,USA,Credit Card,Transfer,0
858,1495,133.341158464357,26,7,1,Unknown,UK,Debit Card,Purchase,0
859,1364,20.25057429714178,52,15,0,Tablet,USA,Crypto,Withdrawal,0
860,1832,114.96226279390288,93,6,4,Mobile,Germany,Crypto,Purchase,0
861,1341,149.10675969893168,22,9,1,Tablet,Unknown,Crypto,Transfer,0
862,1499,51.61435925235178,104,12,3,Unknown,USA,Credit Card,Purchase,0
863,1656,166.90289547350812,21,19,2,Tablet,Unknown,Bank Transfer,Transfer,0
864,1510,116.7607603746418,51,3,2,Unknown,UK,Debit Card,Transfer,0
865,1326,71.79952576966365,38,15,1,Mobile,Germany,Bank Transfer,Transfer,0
866,1216,97.76923689369175,20,2,2,Desktop,UK,Crypto,Withdrawal,0
867,1300,122.3330765008689,29,2,2,Mobile,Germany,Bank Transfer,Withdrawal,0
868,1131,103.04021565649646,51,3,0,Mobile,Germany,Credit Card,Transfer,0
869,1803,121.55023969785476,4,6,3,Desktop,Unknown,Credit Card,Purchase,0
870,1069,63.17305627682535,55,15,3,Tablet,UK,Debit Card,Purchase,0
871,1251,106.77443296144313,71,10,0,Desktop,UK,Debit Card,Withdrawal,0
872,1414,43.451420123800794,92,9,0,Tablet,USA,Crypto,Transfer,0
873,1786,95.55095754605199,28,1,2,Tablet,UK,Debit Card,Purchase,0
874,1444,63.84369434140841,4,16,4,Unknown,USA,Bank Transfer,Transfer,1
875,1875,70.57880229640934,22,6,2,Unknown,India,Credit Card,Purchase,0
876,1181,149.4437270084175,76,9,0,Desktop,India,Credit Card,Withdrawal,0
877,1166,143.65240482377075,45,4,3,Mobile,India,Credit Card,Transfer,0
878,1090,124.36552483628708,67,2,2,Desktop,UK,Debit Card,Transfer,0
879,1713,56.30748941309684,86,4,4,Tablet,UK,Credit Card,Purchase,0
880,1857,87.34366201220793,108,1,2,Unknown,USA,Credit Card,Purchase,0
881,1530,148.52390799916733,66,19,1,Desktop,Germany,Credit Card,Purchase,0
882,1038,105.66867654559618,88,10,2,Desktop,USA,Crypto,Transfer,0
883,1125,192.7731815992678,34,15,0,Unknown,India,Crypto,Withdrawal,0
884,1450,115.73271357577488,91,19,3,Unknown,USA,Debit Card,Withdrawal,0
885,1172,107.68196465960126,55,16,3,Unknown,Germany,Credit Card,Purchase,0
886,1652,87.63534143189995,105,4,0,Tablet,UK,Debit Card,Withdrawal,0
887,1753,105.34163619129129,1,2,1,Unknown,USA,Credit Card,Purchase,0
888,1219,93.90120654477825,72,13,0,Mobile,India,Credit Card,Withdrawal,0
889,1637,128.3243470675436,87,1,2,Desktop,India,Credit Card,Transfer,0
890,1057,138.26809267178336,38,17,0,Unknown,UK,Debit Card,Purchase,0
891,1659,68.56042157968201,6,13,0,Unknown,USA,Debit Card,Withdrawal,0
892,1475,46.750681857688875,86,4,1,Tablet,Germany,Credit Card,Transfer,0
893,1455,26.55178507586814,25,7,2,Tablet,UK,Bank Transfer,Withdrawal,0
894,1828,120.31965307650175,82,17,4,Desktop,USA,Debit Card,Transfer,0
895,1894,55.86533575304506,17,9,4,Mobile,Unknown,Crypto,Transfer,0
896,1360,13.884376281900686,61,4,3,Desktop,India,Debit Card,Withdrawal,0
897,1934,115.54314418123856,12,19,0,Unknown,Germany,Credit Card,Withdrawal,0
898,1000,199.71998069731163,6,1,3,Mobile,Germany,Bank Transfer,Transfer,0
899,1386,99.75716353840427,90,10,1,Mobile,Germany,Credit Card,Transfer,0
900,1972,133.53963097806567,27,4,4,Mobile,India,Crypto,Transfer,0
901,1347,103.2731743419026,8,9,0,Mobile,USA,Debit Card,Purchase,0
902,1189,96.0444138723543,83,13,1,Desktop,UK,Debit Card,Transfer,0
903,1504,136.76305931951075,106,14,1,Tablet,USA,Credit Card,Purchase,0
904,1190,88.38901823245395,65,10,0,Tablet,UK,Credit Card,Transfer,0
905,1507,110.69569256287612,57,6,1,Unknown,Germany,Crypto,Purchase,0
906,1368,112.86791224784055,93,16,0,Tablet,USA,Bank Transfer,Transfer,0
907,1408,73.27638185427804,109,6,0,Tablet,Germany,Crypto,Transfer,0
908,1823,139.6816939814609,113,17,2,Tablet,Unknown,Bank Transfer,Transfer,0
909,1928,93.00160973218365,99,10,3,Tablet,Germany,Debit Card,Withdrawal,0
910,1933,69.77019362028621,40,18,1,Unknown,Germany,Bank Transfer,Withdrawal,0
911,1116,121.46039374281614,14,18,1,Desktop,UK,Bank Transfer,Transfer,0
912,1133,64.06128072835851,35,3,2,Mobile,Unknown,Debit Card,Purchase,0
913,1057,101.12724629476513,48,15,2,Tablet,Germany,Debit Card,Purchase,0
914,1555,99.63524013423186,109,15,2,Desktop,Germany,Debit Card,Transfer,0
915,1684,143.43582263326311,84,4,4,Tablet,Unknown,Crypto,Withdrawal,0
916,1671,118.98792931519812,56,9,4,Tablet,Unknown,Debit Card,Purchase,0
917,1172,98.99892165019425,49,19,4,Mobile,USA,Credit Card,Withdrawal,0
918,1828,132.7106519680115,13,17,0,Mobile,UK,Debit Card,Purchase,0
919,1814,155.60830196069253,61,11,1,Mobile,Unknown,Debit Card,Transfer,0
920,1148,122.31241225407449,102,9,3,Tablet,Unknown,Debit Card,Withdrawal,0
921,1079,100.41410479373522,49,10,0,Tablet,India,Bank Transfer,Purchase,0
922,1885,47.526550705993614,46,18,1,Tablet,Unknown,Crypto,Transfer,0
923,1212,57.3954534769851,113,13,1,Mobile,UK,Debit Card,Transfer,0
924,1202,87.7910118258133,62,8,2,Unknown,Germany,Crypto,Transfer,0
925,1763,75.61951191362867,8,7,2,Desktop,Germany,Credit Card,Withdrawal,0
926,1228,92.52114788058216,43,17,0,Unknown,Germany,Credit Card,Withdrawal,0
927,1675,102.26599699588428,20,15,2,Tablet,Germany,Debit Card,Transfer,0
928,1226,121.18771017426923,97,15,1,Tablet,India,Credit Card,Withdrawal,0
929,1658,97.18004887763635,90,1,2,Unknown,Unknown,Crypto,Purchase,0
930,1531,119.46006575304807,39,14,4,Tablet,Germany,Bank Transfer,Transfer,0
931,1440,102.57897659240481,85,5,2,Desktop,USA,Debit Card,Transfer,0
932,1401,20.981337345845148,117,11,1,Tablet,Germany,Credit Card,Withdrawal,0
933,1046,62.42658424724983,49,16,0,Desktop,Unknown,Crypto,Transfer,0
934,1232,94.23649777113538,64,2,3,Unknown,Germany,Crypto,Purchase,0
935,1304,51.6122102863557,62,8,2,Unknown,India,Credit Card,Withdrawal,0
936,1525,123.99714919984818,106,11,1,Tablet,UK,Crypto,Withdrawal,0
937,1142,161.2300332937479,107,18,3,Desktop,UK,Crypto,Transfer,0
938,1414,148.75047406789267,54,3,3,Tablet,Unknown,Debit Card,Transfer,0
939,1512,91.46228516279169,105,1,4,Mobile,UK,Crypto,Transfer,0
940,1372,159.62904547399808,9,11,3,Mobile,UK,Credit Card,Withdrawal,1
941,1565,105.94669828808446,88,16,1,Mobile,USA,Debit Card,Transfer,0
942,1885,86.51656115527842,37,18,1,Mobile,Unknown,Credit Card,Purchase,0
943,1258,75.4638934583624,49,16,2,Tablet,Unknown,Bank Transfer,Transfer,0
944,1655,87.90121254047486,41,10,2,Mobile,UK,Credit Card,Transfer,0
945,1470,84.47292725835085,17,18,2,Desktop,UK,Credit Card,Withdrawal,0
946,1952,106.81664889501951,88,6,3,Unknown,UK,Debit Card,Transfer,0
947,1970,106.42295924199459,21,19,3,Unknown,India,Crypto,Withdrawal,0
948,1011,100.12184080613657,51,4,4,Mobile,Germany,Credit Card,Transfer,0
949,1329,117.477526789854,59,13,2,Mobile,India,Debit Card,Purchase,0
950,1735,147.62585099145366,39,14,0,Mobile,Unknown,Bank Transfer,Purchase,0
951,1783,137.98216541765294,55,3,4,Tablet,USA,Debit Card,Withdrawal,0
952,1967,40.60408126200386,41,10,0,Unknown,Germany,Debit Card,Withdrawal,0
953,1357,10.0,39,6,3,Mobile,USA,Crypto,Transfer,0
954,1971,137.37279644957096,13,1,4,Desktop,Unknown,Credit Card,Transfer,0
955,1407,45.324852063383155,64,14,4,Mobile,Unknown,Bank Transfer,Purchase,0
956,1667,91.00938392429266,11,8,1,Unknown,USA,Debit Card,Transfer,0
957,1372,53.19547895762562,110,19,3,Mobile,USA,Credit Card,Purchase,0
958,1007,27.920782496799205,19,14,3,Unknown,USA,Credit Card,Withdrawal,0
959,1121,121.65850912819153,11,10,4,Mobile,Unknown,Debit Card,Transfer,0
960,1347,130.36620641210587,77,17,3,Desktop,UK,Credit Card,Withdrawal,0
961,1675,76.93958397093122,46,9,4,Mobile,USA,Debit Card,Transfer,0
962,1089,10.0,45,6,1,Desktop,Germany,Debit Card,Purchase,0
963,1647,78.15022206990069,1,11,4,Desktop,Unknown,Debit Card,Withdrawal,1
964,1697,115.67216021610186,40,7,3,Mobile,India,Bank Transfer,Withdrawal,0
965,1315,40.84353724903485,108,17,3,Desktop,India,Debit Card,Transfer,0
966,1177,107.33439679116623,19,1,4,Tablet,Germany,Crypto,Withdrawal,0
967,1539,99.38760603308017,76,5,4,Mobile,UK,Credit Card,Purchase,0
968,1731,123.17165998404354,72,9,4,Mobile,USA,Bank Transfer,Withdrawal,0
969,1868,104.78321473656612,72,18,2,Desktop,Unknown,Credit Card,Withdrawal,0
970,1040,61.07724236473778,61,2,3,Desktop,USA,Bank Transfer,Transfer,0
971,1739,147.86286006657966,117,11,3,Mobile,Unknown,Crypto,Withdrawal,0
972,1703,93.6588170789212,109,6,2,Tablet,India,Bank Transfer,Transfer,0
973,1922,98.90781841960272,12,8,4,Desktop,USA,Bank Transfer,Transfer,0
974,1501,62.66928163707216,61,4,1,Desktop,Germany,Bank Transfer,Withdrawal,0
975,1958,82.26870995233959,112,18,4,Unknown,UK,Credit Card,Purchase,0
976,1144,64.60789143892396,33,11,4,Tablet,Germany,Debit Card,Transfer,0
977,1200,93.08215760306308,45,5,2,Tablet,UK,Credit Card,Withdrawal,0
978,1928,168.46833920569372,90,15,3,Mobile,USA,Debit Card,Transfer,0
979,1723,45.12395428274574,103,18,4,Tablet,USA,Credit Card,Purchase,0
980,1460,35.45754408493036,92,2,3,Mobile,UK,Crypto,Purchase,0
981,1731,158.84681309974434,69,11,0,Unknown,India,Crypto,Transfer,0
982,1751,91.62705291392535,8,13,3,Tablet,Unknown,Bank Transfer,Purchase,1
983,1924,73.23709045360334,25,4,1,Desktop,Germany,Crypto,Withdrawal,0
984,1908,141.59618749584305,91,7,1,Unknown,Germany,Bank Transfer,Withdrawal,0
985,1557,75.77537841052543,46,11,4,Mobile,Germany,Debit Card,Transfer,0
986,1546,173.04038854187746,87,4,3,Unknown,USA,Crypto,Purchase,0
987,1252,127.11703485357077,30,15,4,Mobile,Germany,Debit Card,Withdrawal,0
988,1389,80.4835436741719,109,1,2,Unknown,Unknown,Credit Card,Withdrawal,0
989,1593,186.29232853062013,47,3,1,Mobile,Unknown,Debit Card,Withdrawal,0
990,1882,75.77140307986646,87,14,4,Tablet,UK,Credit Card,Transfer,0
991,1255,129.68381488037227,49,6,2,Desktop,USA,Debit Card,Transfer,0
992,1708,111.97170321625967,47,18,4,Mobile,Unknown,Debit Card,Withdrawal,0
993,1814,152.06965157595192,84,1,3,Unknown,India,Crypto,Withdrawal,0
994,1920,162.4604478690741,82,6,3,Mobile,USA,Debit Card,Purchase,0
995,1449,101.28016596263066,18,6,3,Mobile,USA,Crypto,Purchase,0
996,1009,69.86328518615267,66,16,3,Mobile,Unknown,Crypto,Purchase,0
997,1823,118.39888571756465,68,5,0,Unknown,India,Bank Transfer,Transfer,0
998,1797,72.89138520991575,94,17,2,Desktop,UK,Bank Transfer,Withdrawal,0
999,1241,180.53548990106492,33,10,2,Tablet,Unknown,Credit Card,Transfer,0
1000,1250,105.4614132433095,36,18,3,Desktop,India,Debit Card,Withdrawal,0
